IdPassageiro,Idade
786,25.0
787,18.0
788,8.0
789,1.0
790,46.0
792,16.0
795,25.0
796,39.0
797,49.0
798,31.0
799,30.0
800,30.0
801,34.0
802,31.0
803,11.0
804,0.42
805,27.0
806,31.0
807,39.0
808,18.0
809,39.0
810,33.0
811,26.0
812,39.0
813,35.0
814,6.0
815,30.5
817,23.0
818,31.0
819,43.0
820,10.0
821,52.0
822,27.0
823,38.0
824,27.0
825,2.0
828,1.0
830,62.0
831,15.0
832,0.83
834,23.0
835,18.0
836,39.0
837,21.0
839,32.0
841,20.0
842,16.0
843,30.0
844,34.5
845,17.0
846,42.0
848,35.0
849,28.0
851,4.0
852,74.0
853,9.0
854,16.0
855,44.0
856,18.0
857,45.0
858,51.0
859,24.0
861,41.0
862,21.0
863,48.0
865,24.0
866,42.0
867,27.0
868,31.0
870,4.0
871,26.0
872,47.0
873,33.0
874,47.0
875,28.0
876,15.0
877,20.0
878,19.0
880,56.0
881,25.0
882,33.0
883,22.0
884,28.0
885,25.0
886,39.0
887,27.0
888,19.0
890,26.0
891,32.0
892,34.5
893,47.0
894,62.0
895,27.0
896,22.0
897,14.0
898,30.0
899,26.0
900,18.0
901,21.0
903,46.0
904,23.0
905,63.0
906,47.0
907,24.0
908,35.0
909,21.0
910,27.0
911,45.0
912,55.0
913,9.0
915,21.0
916,48.0
917,50.0
918,22.0
919,22.5
920,41.0
922,50.0
923,24.0
924,33.0
926,30.0
927,18.5
929,21.0
930,25.0
932,39.0
934,41.0
935,30.0
936,45.0
937,25.0
938,45.0
940,60.0
941,36.0
942,24.0
943,27.0
944,20.0
945,28.0
947,10.0
948,35.0
949,25.0
951,36.0
952,17.0
953,32.0
954,18.0
955,22.0
956,13.0
958,18.0
959,47.0
960,31.0
961,60.0
962,24.0
963,21.0
964,29.0
965,28.5
966,35.0
967,32.5
969,55.0
970,30.0
971,24.0
972,6.0
973,67.0
974,49.0
978,27.0
979,18.0
981,2.0
982,22.0
984,27.0
986,25.0
987,25.0
988,76.0
989,29.0
990,20.0
991,33.0
992,43.0
993,27.0
995,26.0
996,16.0
997,28.0
998,21.0
1001,18.5
1002,41.0
1004,36.0
1005,18.5
1006,63.0
1007,18.0
1009,1.0
1010,36.0
1011,29.0
1012,12.0
1014,35.0
1015,28.0
1017,17.0
1018,22.0
1020,42.0
1021,24.0
1022,32.0
1023,53.0
1026,43.0
1027,24.0
1028,26.5
1029,26.0
1030,23.0
1031,40.0
1032,10.0
1033,33.0
1034,61.0
1035,28.0
1036,42.0
1037,31.0
1039,22.0
1041,30.0
1042,23.0
1044,60.5
1045,36.0
1046,13.0
1047,24.0
1048,29.0
1049,23.0
1050,42.0
1051,26.0
1053,7.0
1054,26.0
1056,41.0
1057,26.0
1058,48.0
1059,18.0
1061,22.0
1063,27.0
1064,23.0
1066,40.0
1067,15.0
1068,20.0
1069,54.0
1070,36.0
1071,64.0
1072,30.0
1073,37.0
1074,18.0
1076,27.0
1077,40.0
1078,21.0
1079,17.0
1081,40.0
1082,34.0
1084,11.5
1085,61.0
1086,8.0
1087,33.0
1088,6.0
1089,18.0
1090,23.0
1093,0.33
1094,47.0
1095,8.0
1096,25.0
1098,35.0
1099,24.0
1100,33.0
1101,25.0
1102,32.0
1104,17.0
1105,60.0
1106,38.0
1107,42.0
1109,57.0
1110,50.0
1112,30.0
1113,21.0
1114,22.0
1115,21.0
1116,53.0
1118,23.0
1120,40.5
1121,36.0
1122,14.0
1123,21.0
1124,21.0
1126,39.0
1127,20.0
1128,64.0
1129,20.0
1130,18.0
1131,48.0
1132,55.0
1133,45.0
1134,45.0
1137,41.0
1138,22.0
1139,42.0
1140,29.0
1142,0.92
1143,20.0
1144,27.0
1145,24.0
1146,32.5
1149,28.0
1150,19.0
1151,21.0
1152,36.5
1153,21.0
1154,29.0
1155,1.0
1156,30.0
1161,17.0
1162,46.0
1164,26.0
1167,20.0
1168,28.0
1169,40.0
1170,30.0
1171,22.0
1172,23.0
1173,0.75
1175,9.0
1176,2.0
1177,36.0
1179,24.0
1183,30.0
1185,53.0
1186,36.0
1187,26.0
1188,1.0
1190,30.0
1191,29.0
1192,32.0
1194,43.0
1195,24.0
1197,64.0
1198,30.0
1199,0.83
1200,55.0
1201,45.0
1202,18.0
1203,22.0
1205,37.0
1206,55.0
1207,17.0
1208,57.0
1209,19.0
1210,27.0
1211,22.0
1212,26.0
1213,25.0
1214,26.0
1215,33.0
1216,39.0
1217,23.0
1218,12.0
1219,46.0
1220,29.0
1221,21.0
1222,48.0
1223,39.0
1225,19.0
1226,27.0
1227,30.0
1228,32.0
1229,39.0
1230,25.0
1232,18.0
1233,32.0
1235,58.0
1237,16.0
1238,26.0
1239,38.0
1240,24.0
1241,31.0
1242,45.0
1243,25.0
1244,18.0
1245,49.0
1246,0.17
1247,50.0
1248,59.0
1251,30.0
1252,14.5
1253,24.0
1254,31.0
1255,27.0
1256,25.0
1259,22.0
1260,45.0
1261,29.0
1262,21.0
1263,31.0
1264,49.0
1265,44.0
1266,54.0
1267,45.0
1268,22.0
1269,21.0
1270,55.0
1271,5.0
1273,26.0
1275,19.0
1277,24.0
1278,24.0
1279,57.0
1280,21.0
1281,6.0
1282,23.0
1283,51.0
1284,13.0
1285,47.0
1286,29.0
1287,18.0
1288,24.0
1289,48.0
1290,22.0
1291,31.0
1292,30.0
1293,38.0
1294,22.0
1295,17.0
1296,43.0
1297,20.0
1298,23.0
1299,50.0
1301,3.0
1303,37.0
1304,28.0
1306,39.0
1307,38.5
6,32.254215051908105
18,33.45213042807403
20,27.924860697857383
27,25.918249857012654
29,25.315175003628447
30,28.992474543250992
32,39.84011857630871
33,25.317092095572853
37,25.91818753668629
43,25.908296410601615
46,28.99018649698298
47,30.172069162480668
48,25.317092095572853
49,21.748456083630032
56,44.542691625934665
65,41.573942608253674
66,11.929714413107401
77,28.992474543250992
78,28.99018649698298
83,25.31653566408744
88,28.99018649698298
96,28.99018649698298
102,28.992474543250992
108,28.994266994542663
110,23.096086132280664
122,28.99018649698298
127,32.264724929804565
129,6.068095529222571
141,29.204024208527883
155,29.001129649529407
159,28.98109811605459
160,1.0635867096270708
167,46.95904685847643
169,44.68476713187644
177,10.906913209899315
181,-4.692495669191349
182,30.337534040888812
186,44.327538118242146
187,32.1786800033254
197,32.264724929804565
199,25.317092095572853
202,13.654536973086229
215,30.287065002799082
224,28.992474543250992
230,5.150830831080899
236,22.049972749223425
241,16.88568897592645
242,23.224436328248956
251,29.002057035338428
257,42.816696176463594
261,32.264724929804565
265,25.317092095572853
271,44.60946340418406
275,25.317092095572853
278,33.645026676350085
285,44.68365426890562
296,41.573942608253674
299,44.61688249065622
301,25.317092095572853
302,28.079413395156777
304,29.784229387194415
305,28.99018649698298
307,33.39233021654065
325,13.654536973086229
331,21.131780560925066
335,43.11527586528973
336,28.992474543250992
348,28.89969011862052
352,44.55011071240682
355,25.918249857012654
359,25.315175003628447
360,25.315175003628447
365,30.172069162480668
368,27.924798377531015
369,25.317092095572853
376,40.794955005275156
385,28.992474543250992
389,32.2650335638018
410,5.150830831080899
411,28.992474543250992
412,32.277956128619
414,33.645026676350085
416,30.996797337827704
421,25.908296410601615
426,29.002057035338428
429,32.264724929804565
432,28.89969011862052
445,28.989259111173958
452,26.835704514452022
455,28.99018649698298
458,44.32885293497261
460,32.264724929804565
465,28.99018649698298
467,33.645026676350085
469,32.26509588412817
471,29.002057035338428
476,44.29786177235352
482,33.645026676350085
486,5.150830831080899
491,26.835704514452022
496,25.810920900654565
498,28.885577377725582
503,25.318884546864524
508,44.675493273786245
512,28.99018649698298
518,32.021378893517856
523,25.918249857012654
525,25.91818753668629
528,41.778648640406665
532,25.91818753668629
534,29.098487703461466
539,28.894480281492168
548,30.355154371260184
553,32.26354974650737
558,38.60921333365386
561,32.264724929804565
564,28.99018649698298
565,22.042553662751267
569,25.91818753668629
574,25.317092095572853
579,25.839871814493815
585,25.89617807475799
590,28.99018649698298
594,15.315869815749226
597,26.20773413495609
599,25.918249857012654
602,28.992474543250992
603,44.44030823261891
612,29.00502466992729
613,23.224436328248956
614,32.264724929804565
630,32.26497272729273
634,45.06944676545772
640,26.893079277775794
644,28.27133933815745
649,28.997605583455133
651,28.992474543250992
654,25.31591691227566
657,28.992474543250992
668,28.994266994542663
670,44.32681268619277
675,33.645026676350085
681,25.311342303556934
693,28.27133933815745
698,25.317339893061025
710,11.929714413107401
712,44.675493273786245
719,32.14972908948615
728,25.317277572734653
733,33.645026676350085
739,28.992474543250992
740,28.992474543250992
741,44.62430157712838
761,28.894480281492168
767,28.806726720754448
769,30.043718966512373
774,25.918249857012654
777,32.264724929804565
779,32.264910406966365
784,28.182196234857336
791,32.264724929804565
793,-4.692495669191349
794,41.52979904374435
816,45.06944676545772
826,32.27659546816001
827,28.27133933815745
829,32.264724929804565
833,25.91818753668629
838,28.99018649698298
840,41.54457489636229
847,13.654536973086229
850,40.692076016983066
860,25.91818753668629
864,-4.692495669191349
869,28.968671146213726
879,28.992474543250992
889,9.835163592579768
902,28.992474543250992
914,46.605935321455945
921,21.748456083630032
925,30.188807075702062
928,22.042553662751267
931,28.27133933815745
933,44.675493273786245
939,32.264724929804565
946,30.329681679766686
950,26.893079277775794
957,35.340035885364266
968,28.99018649698298
975,28.992474543250992
976,36.7562220499488
977,23.83332181015816
980,25.05886094818202
983,28.994266994542663
985,28.99018649698298
994,32.264724929804565
999,32.264724929804565
1000,28.98035620740737
1003,25.316658820922875
1008,25.9299349182063
1013,30.287065002799082
1016,32.264724929804565
1019,21.131780560925066
1024,33.53472038755298
1025,23.952274991200824
1038,44.29990202113336
1040,44.675493273786245
1043,25.908296410601615
1052,25.317339893061025
1055,29.005766578574505
1060,43.580553449098396
1062,28.997605583455133
1065,25.91818753668629
1075,32.264724929804565
1080,-4.692495669191349
1083,44.68365426890562
1091,30.995869952018687
1092,25.20209625525444
1097,41.603308836327756
1103,29.00502466992729
1108,25.315175003628447
1111,28.99018649698298
1117,29.204024208527883
1119,25.317092095572853
1125,32.26280783786016
1135,28.992597700086428
1136,15.591245971398179
1141,25.839932651002886
1147,28.997605583455133
1148,32.264724929804565
1157,28.992474543250992
1158,45.06944676545772
1159,28.997605583455133
1160,22.042553662751267
1163,32.264724929804565
1165,23.224436328248956
1166,25.918249857012654
1174,25.317092095572853
1178,29.002057035338428
1180,25.91818753668629
1181,28.99018649698298
1182,44.48185511686299
1184,25.91818753668629
1189,21.748456083630032
1193,30.33759636121518
1196,25.317092095572853
1204,28.997234629131526
1224,25.918249857012654
1231,13.327237273227134
1234,32.3917778109024
1236,15.024958855138651
1249,28.992720856921867
1250,32.264724929804565
1257,34.39838865174712
1258,23.83326097364909
1272,32.264724929804565
1274,30.901091122336894
1276,33.45398519969207
1300,25.317525370222825
1302,25.317092095572853
1305,28.99018649698298
1308,28.99018649698298
1309,11.824177908040987
